program_slug,program_name,name,number,rubric,requirement,component
applied-administration-petroleum-engineering-technology-concentration-baas,Applied Administration Petroleum Engineering Technology Concentration BAAS,Negotiation and Mediation,3308,AA,Applied Administration Major Requirements (30 hours),Applied Administration Major Requirements (30 hours)
applied-administration-petroleum-engineering-technology-concentration-baas,Applied Administration Petroleum Engineering Technology Concentration BAAS,Administering Organizational Change,3310,AA,Applied Administration Major Requirements (30 hours),Applied Administration Major Requirements (30 hours)
applied-administration-petroleum-engineering-technology-concentration-baas,Applied Administration Petroleum Engineering Technology Concentration BAAS,Project Administration,4305,AA,Applied Administration Major Requirements (30 hours),Applied Administration Major Requirements (30 hours)
applied-administration-petroleum-engineering-technology-concentration-baas,Applied Administration Petroleum Engineering Technology Concentration BAAS,Administering Budgets and Cost Centers,4301,AA,Prescribed Electives (9 hours),Prescribed Electives (9 hours)
applied-administration-petroleum-engineering-technology-concentration-baas,Applied Administration Petroleum Engineering Technology Concentration BAAS,Economics for Administrators,4303,AA,Prescribed Electives (9 hours),Prescribed Electives (9 hours)
applied-administration-petroleum-engineering-technology-concentration-baas,Applied Administration Petroleum Engineering Technology Concentration BAAS,Administration of Technological Resources,4306,AA,Prescribed Electives (9 hours),Prescribed Electives (9 hours)
applied-administration-petroleum-engineering-technology-concentration-baas,Applied Administration Petroleum Engineering Technology Concentration BAAS,Network Security Administration,4307,AA,Prescribed Electives (9 hours),Prescribed Electives (9 hours)
applied-administration-petroleum-engineering-technology-concentration-baas,Applied Administration Petroleum Engineering Technology Concentration BAAS,Global Economic Environment,4308,AA,Prescribed Electives (9 hours),Prescribed Electives (9 hours)
applied-administration-petroleum-engineering-technology-concentration-baas,Applied Administration Petroleum Engineering Technology Concentration BAAS,Field Experience in Applied Administration,4380,AA,Prescribed Electives (9 hours),Prescribed Electives (9 hours)
applied-administration-petroleum-engineering-technology-concentration-baas,Applied Administration Petroleum Engineering Technology Concentration BAAS,Selected Topics in Applied Administration,4390,AA,Prescribed Electives (9 hours),Prescribed Electives (9 hours)
applied-administration-petroleum-engineering-technology-concentration-baas,Applied Administration Petroleum Engineering Technology Concentration BAAS,Directed Study in Psychology,4399,PSY,Prescribed Electives (9 hours),Prescribed Electives (9 hours)
applied-administration-petroleum-engineering-technology-concentration-baas,Applied Administration Petroleum Engineering Technology Concentration BAAS,Industrial/Organizational Psychology,3301,PSY,Prescribed Electives (9 hours),Prescribed Electives (9 hours)
applied-administration-petroleum-engineering-technology-concentration-baas,Applied Administration Petroleum Engineering Technology Concentration BAAS,Non-Profit Organizations in American Society,4319,POLS,Prescribed Electives (9 hours),Prescribed Electives (9 hours)
applied-administration-petroleum-engineering-technology-concentration-baas,Applied Administration Petroleum Engineering Technology Concentration BAAS,Professional Ethics,3301,AA,Applied Administration Major Requirements for All Engineering Technology Concentrations (24 hours),Applied Administration Major Requirements for All Engineering Technology Concentrations (24 hours)
applied-administration-petroleum-engineering-technology-concentration-baas,Applied Administration Petroleum Engineering Technology Concentration BAAS,Budgeting for Administrators,3304,AA,Applied Administration Major Requirements for All Engineering Technology Concentrations (24 hours),Applied Administration Major Requirements for All Engineering Technology Concentrations (24 hours)
applied-administration-petroleum-engineering-technology-concentration-baas,Applied Administration Petroleum Engineering Technology Concentration BAAS,Human Resource Administration,3305,AA,Applied Administration Major Requirements for All Engineering Technology Concentrations (24 hours),Applied Administration Major Requirements for All Engineering Technology Concentrations (24 hours)
applied-administration-petroleum-engineering-technology-concentration-baas,Applied Administration Petroleum Engineering Technology Concentration BAAS,Decision Making Skills for Administrators,3306,AA,Applied Administration Major Requirements for All Engineering Technology Concentrations (24 hours),Applied Administration Major Requirements for All Engineering Technology Concentrations (24 hours)
applied-administration-petroleum-engineering-technology-concentration-baas,Applied Administration Petroleum Engineering Technology Concentration BAAS,Administrative Leadership,3307,AA,Applied Administration Major Requirements for All Engineering Technology Concentrations (24 hours),Applied Administration Major Requirements for All Engineering Technology Concentrations (24 hours)
applied-administration-petroleum-engineering-technology-concentration-baas,Applied Administration Petroleum Engineering Technology Concentration BAAS,Negotiation and Mediation,3308,AA,Applied Administration Major Requirements for All Engineering Technology Concentrations (24 hours),Applied Administration Major Requirements for All Engineering Technology Concentrations (24 hours)
applied-administration-petroleum-engineering-technology-concentration-baas,Applied Administration Petroleum Engineering Technology Concentration BAAS,Administering Organizational Change,3310,AA,Applied Administration Major Requirements for All Engineering Technology Concentrations (24 hours),Applied Administration Major Requirements for All Engineering Technology Concentrations (24 hours)
applied-administration-petroleum-engineering-technology-concentration-baas,Applied Administration Petroleum Engineering Technology Concentration BAAS,Business and Technical Report Writing,3302,ENG,Applied Administration Major Requirements for All Engineering Technology Concentrations (24 hours),Applied Administration Major Requirements for All Engineering Technology Concentrations (24 hours)
applied-administration-petroleum-engineering-technology-concentration-baas,Applied Administration Petroleum Engineering Technology Concentration BAAS,Process Modeling and Simulation,3410,ENGR,Technical Core in Petroleum Engineering Technology (12 hours),Petroleum Engineering Technology Concentration
applied-administration-petroleum-engineering-technology-concentration-baas,Applied Administration Petroleum Engineering Technology Concentration BAAS,Environmental Geology,3303,GEOL,Technical Core in Petroleum Engineering Technology (12 hours),Petroleum Engineering Technology Concentration
applied-administration-petroleum-engineering-technology-concentration-baas,Applied Administration Petroleum Engineering Technology Concentration BAAS,Engineering Seminar,4323,ENGR,Technical Core in Petroleum Engineering Technology (12 hours),Petroleum Engineering Technology Concentration
applied-administration-petroleum-engineering-technology-concentration-baas,Applied Administration Petroleum Engineering Technology Concentration BAAS,Senior Project in Control and Instrumentation,4328,ENGR,Technical Core in Petroleum Engineering Technology (12 hours),Petroleum Engineering Technology Concentration
applied-administration-petroleum-engineering-technology-concentration-baas,Applied Administration Petroleum Engineering Technology Concentration BAAS,Engineering Economics,3302,ENGR,Technical Electives in Petroleum Engineering Technology (6 hours),Petroleum Engineering Technology Concentration
