degree name,course id,course name,component area,guidance,component guidance,requirement area
Art and Design B.F.A. with Grades EC-12 Art Certification,BIOL 1307,Biology for Science Majors II Credit Hours: 3,University Core Requirements 42 Hours,The B.F.A. in Art and Design with EC-12 Art Certification leads to a B.F.A. in Art and Design. The teacher certification prepares students to teach art at any level from early childhood through high school.,Choose ONE of the following courses.,Life and Physical Sciences 6 hours
Art and Design B.F.A. with Grades EC-12 Art Certification,BIOL 1308,Biology for Non-Science Majors I,University Core Requirements 42 Hours,The B.F.A. in Art and Design with EC-12 Art Certification leads to a B.F.A. in Art and Design. The teacher certification prepares students to teach art at any level from early childhood through high school.,Choose ONE of the following courses.,Life and Physical Sciences 6 hours
Art and Design B.F.A. with Grades EC-12 Art Certification,BIOL 1309,Biology for Non-Science Majors II Credit Hours: 3,University Core Requirements 42 Hours,The B.F.A. in Art and Design with EC-12 Art Certification leads to a B.F.A. in Art and Design. The teacher certification prepares students to teach art at any level from early childhood through high school.,Choose ONE of the following courses.,Life and Physical Sciences 6 hours
Addictions Counseling B.S.,HIST 1301,United States History I Credit Hours: 3,University Core Requirements 42 hours:,"The Bachelor of Science in Addictions Counseling is a 120-semester hour degree program that provides the student with a comprehensive understanding of addiction and their effects, along with counseling techniques and methods to prevent relapse. Successful completion of the addictions counseling degree ensures the student has completed the coursework required to graduate and apply for licensure with the Texas State Department of Health Services to become a Licensed Chemical Dependency Counselor.",,American History 6 hours
Addictions Counseling B.S.,HIST 1302,United States History II Credit Hours: 3,University Core Requirements 42 hours:,"The Bachelor of Science in Addictions Counseling is a 120-semester hour degree program that provides the student with a comprehensive understanding of addiction and their effects, along with counseling techniques and methods to prevent relapse. Successful completion of the addictions counseling degree ensures the student has completed the coursework required to graduate and apply for licensure with the Texas State Department of Health Services to become a Licensed Chemical Dependency Counselor.",,American History 6 hours
Addictions Counseling B.S.,POLS 2305,Federal Government Credit Hours: 3,University Core Requirements 42 hours:,"The Bachelor of Science in Addictions Counseling is a 120-semester hour degree program that provides the student with a comprehensive understanding of addiction and their effects, along with counseling techniques and methods to prevent relapse. Successful completion of the addictions counseling degree ensures the student has completed the coursework required to graduate and apply for licensure with the Texas State Department of Health Services to become a Licensed Chemical Dependency Counselor.",,Government/ Political Science 6 hours
Fitness and Human Performance B.S.,HIST 1301,United States History I Credit Hours: 3,University Core Requirements 42 Hours,"The undergraduatemajor in Fitness and Human Performance leads to the Bachelor of Science B.S. degree. Students in this course of study will prepare forcareers in physical therapy, occupational therapy, chiropractic medicine, strength and conditioning, health promotion/corporate wellness, exercise testing, or exercise prescription. Although no specific prerequisite must be met prior to admission to the major, a background in biological and social sciences is strongly recommended. Students interested in the FHP concentrations in Pre-Physical Therapy, Pre-Physician's Assistant, Pre-Occupational Therapy, andPre-Chiropractic Medicine must possess or acquire specific course requirements see the Pre-PT, Pre-PA, Pre-OT, and Pre-DC concentration sections below for further information.",Choose ONE of the following courses.,U.S. History 6 hours
Fitness and Human Performance B.S.,HIST 1302,United States History II Credit Hours: 3,University Core Requirements 42 Hours,"The undergraduatemajor in Fitness and Human Performance leads to the Bachelor of Science B.S. degree. Students in this course of study will prepare forcareers in physical therapy, occupational therapy, chiropractic medicine, strength and conditioning, health promotion/corporate wellness, exercise testing, or exercise prescription. Although no specific prerequisite must be met prior to admission to the major, a background in biological and social sciences is strongly recommended. Students interested in the FHP concentrations in Pre-Physical Therapy, Pre-Physician's Assistant, Pre-Occupational Therapy, andPre-Chiropractic Medicine must possess or acquire specific course requirements see the Pre-PT, Pre-PA, Pre-OT, and Pre-DC concentration sections below for further information.",Choose ONE of the following courses.,U.S. History 6 hours
Fitness and Human Performance B.S.,POLS 2305,Federal Government Credit Hours: 3,University Core Requirements 42 Hours,"The undergraduatemajor in Fitness and Human Performance leads to the Bachelor of Science B.S. degree. Students in this course of study will prepare forcareers in physical therapy, occupational therapy, chiropractic medicine, strength and conditioning, health promotion/corporate wellness, exercise testing, or exercise prescription. Although no specific prerequisite must be met prior to admission to the major, a background in biological and social sciences is strongly recommended. Students interested in the FHP concentrations in Pre-Physical Therapy, Pre-Physician's Assistant, Pre-Occupational Therapy, andPre-Chiropractic Medicine must possess or acquire specific course requirements see the Pre-PT, Pre-PA, Pre-OT, and Pre-DC concentration sections below for further information.",Choose ONE of the following courses.,Government/ Political Science 6 hours
Fitness and Human Performance B.S.,POLS 2306,Texas Government Credit Hours: 3,University Core Requirements 42 Hours,"The undergraduatemajor in Fitness and Human Performance leads to the Bachelor of Science B.S. degree. Students in this course of study will prepare forcareers in physical therapy, occupational therapy, chiropractic medicine, strength and conditioning, health promotion/corporate wellness, exercise testing, or exercise prescription. Although no specific prerequisite must be met prior to admission to the major, a background in biological and social sciences is strongly recommended. Students interested in the FHP concentrations in Pre-Physical Therapy, Pre-Physician's Assistant, Pre-Occupational Therapy, andPre-Chiropractic Medicine must possess or acquire specific course requirements see the Pre-PT, Pre-PA, Pre-OT, and Pre-DC concentration sections below for further information.",Choose ONE of the following courses.,Government/ Political Science 6 hours
